,Image,MJD,Filter,Exptime,Object_RA,Object_Dec,Image_target,Telescope/Instrument,MetaData,Datalink,Date,RA,DEC,Dobs,Dhelio,VMag,Phase,Elong.,dRAcosDEC,dDEC,RV,Tmag,Limiting,Saturation
121,tu2188121.fits.fz f4c3e2c35eea2e6f33c071feed6e0434,56705.3572770756,z,300,237.636664595436,5.24273196627459,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f4c3e2c35eea2e6f33c071feed6e0434,,2456705.857277,+15:50:33.1048,+05:14:32.565,10.544229154833284,10.6577704083705,22.73848015932524,5.307148471608068,93.93751778961638,0.0725633417114176,0.0704963146584165,-17.999884583826756,23.31678893167399,23.7,16.0
122,c4d_140217_083751_ori.fits.fz 190c02c873a728077c29252562a61019,56705.3572770756,z,300,237.636664595436,5.24273196627459,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/190c02c873a728077c29252562a61019,,2456705.857277,+15:50:33.1048,+05:14:32.565,10.544229154833284,10.6577704083705,22.73848015932524,5.307148471608068,93.93751778961638,0.0725633417114176,0.0704963146584165,-17.999884583826756,23.31678893167399,23.7,16.0
123,c4d_140217_083751_ooi_z_ls11.fits.fz b319b5f86211d5dc2f15bcf5306c570c,56705.3572770756,z,300,237.636664595436,5.24273196627459,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b319b5f86211d5dc2f15bcf5306c570c,,2456705.857277,+15:50:33.1048,+05:14:32.565,10.544229154833284,10.6577704083705,22.73848015932524,5.307148471608068,93.93751778961638,0.0725633417114176,0.0704963146584165,-17.999884583826756,23.31678893167399,23.7,16.0
124,tu2188222.fits.fz 5b3576153d106dab76bd17dee3e12fb1,56705.3610839549,z,300,237.636774677696,5.24283951061482,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/5b3576153d106dab76bd17dee3e12fb1,,2456705.861084,+15:50:33.1314,+05:14:32.952,10.544189579400925,10.657789012267546,22.738467649468067,5.307121685217737,93.9409182779426,0.0725486731904643,0.070500013459213,-17.999734264171874,23.316807966070492,23.7,16.0
125,tu2188267.fits.fz f3925bba034b17b70d04f706290e9f5a,56705.3610839549,z,300,237.636774677696,5.24283951061482,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f3925bba034b17b70d04f706290e9f5a,,2456705.861084,+15:50:33.1314,+05:14:32.952,10.544189579400925,10.657789012267546,22.738467649468067,5.307121685217737,93.9409182779426,0.0725486731904643,0.070500013459213,-17.999734264171874,23.316807966070492,23.7,16.0
126,c4d_140217_084320_ori.fits.fz a20855aa47f76f2e46b14017fe7af656,56705.3610839549,z,300,237.636774677696,5.24283951061482,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a20855aa47f76f2e46b14017fe7af656,,2456705.861084,+15:50:33.1314,+05:14:32.952,10.544189579400925,10.657789012267546,22.738467649468067,5.307121685217737,93.9409182779426,0.0725486731904643,0.070500013459213,-17.999734264171874,23.316807966070492,23.7,16.0
127,c4d_140217_084320_ooi_z_ls11.fits.fz e70c63b18b954b68153faa9c3d61655f,56705.3610839549,z,300,237.636774677696,5.24283951061482,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e70c63b18b954b68153faa9c3d61655f,,2456705.861084,+15:50:33.1314,+05:14:32.952,10.544189579400925,10.657789012267546,22.738467649468067,5.307121685217737,93.9409182779426,0.0725486731904643,0.070500013459213,-17.999734264171874,23.316807966070492,23.7,16.0
128,tu2187895.fits.fz e89e191b6c4b56fa74dad37245e92271,56705.3648790192,z,300,237.636884418305,5.24294672118134,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e89e191b6c4b56fa74dad37245e92271,,2456705.864879,+15:50:33.1579,+05:14:33.337,10.544150129048653,10.657807557526237,22.738455179114062,5.307094964979392,93.94430805472216,0.0725340507115039,0.0705037002224615,-17.999584313312923,23.316826941391998,23.7,16.0
129,tu2188474.fits.fz 4cc4f888bf84d8e7149b705a6dbbaa1b,56705.3648790192,z,300,237.636884418305,5.24294672118134,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/4cc4f888bf84d8e7149b705a6dbbaa1b,,2456705.864879,+15:50:33.1579,+05:14:33.337,10.544150129048653,10.657807557526237,22.738455179114062,5.307094964979392,93.94430805472216,0.0725340507115039,0.0705037002224615,-17.999584313312923,23.316826941391998,23.7,16.0
130,c4d_140217_084848_ori.fits.fz 02a1f2b7475fcf844a3313f7a5ad2298,56705.3648790192,z,300,237.636884418305,5.24294672118134,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/02a1f2b7475fcf844a3313f7a5ad2298,,2456705.864879,+15:50:33.1579,+05:14:33.337,10.544150129048653,10.657807557526237,22.738455179114062,5.307094964979392,93.94430805472216,0.0725340507115039,0.0705037002224615,-17.999584313312923,23.316826941391998,23.7,16.0
131,c4d_140217_084848_ooi_z_ls11.fits.fz f41f03198e3c3880d5fd11cf759bef01,56705.3648790192,z,300,237.636884418305,5.24294672118134,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f41f03198e3c3880d5fd11cf759bef01,,2456705.864879,+15:50:33.1579,+05:14:33.337,10.544150129048653,10.657807557526237,22.738455179114062,5.307094964979392,93.94430805472216,0.0725340507115039,0.0705037002224615,-17.999584313312923,23.316826941391998,23.7,16.0
132,tu2188053.fits.fz 01dcb9687d7269679e6a9ba067643cf2,56705.3687090867,z,300,237.63699517109,5.24305492058823,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/01dcb9687d7269679e6a9ba067643cf2,,2456705.868709,+15:50:33.1847,+05:14:33.726,10.544110315192086,10.657826273827276,22.738442593820203,5.30706797979984,93.94772910197732,0.0725192931752117,0.0705074206047861,-17.99943287316767,23.316846091729502,23.7,16.0
133,tu2188310.fits.fz 13ac4f8e3296f6bc3f0058c289259a3c,56705.3687090867,z,300,237.63699517109,5.24305492058823,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/13ac4f8e3296f6bc3f0058c289259a3c,,2456705.868709,+15:50:33.1847,+05:14:33.726,10.544110315192086,10.657826273827276,22.738442593820203,5.30706797979984,93.94772910197732,0.0725192931752117,0.0705074206047861,-17.99943287316767,23.316846091729502,23.7,16.0
134,c4d_140217_085420_ori.fits.fz d73cbcb13c00a4aae91f607206ff2f56,56705.3687090867,z,300,237.63699517109,5.24305492058823,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/d73cbcb13c00a4aae91f607206ff2f56,,2456705.868709,+15:50:33.1847,+05:14:33.726,10.544110315192086,10.657826273827276,22.738442593820203,5.30706797979984,93.94772910197732,0.0725192931752117,0.0705074206047861,-17.99943287316767,23.316846091729502,23.7,16.0
135,c4d_140217_085420_ooi_z_ls11.fits.fz 72781541b693ab9d30f508ab397d430f,56705.3687090867,z,300,237.63699517109,5.24305492058823,Pal5-F11-z300,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/72781541b693ab9d30f508ab397d430f,,2456705.868709,+15:50:33.1847,+05:14:33.726,10.544110315192086,10.657826273827276,22.738442593820203,5.30706797979984,93.94772910197732,0.0725192931752117,0.0705074206047861,-17.99943287316767,23.316846091729502,23.7,16.0
165,c4d_140810_232357_ori.fits.fz fa157e2c87d950fb543cd5f80ba37f71,56879.9737018701,z,114,232.062590215437,5.75259498762765,DECaLS_6_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/fa157e2c87d950fb543cd5f80ba37f71,,2456880.473702,+15:28:15.2897,+05:45:08.176,11.470976559533982,11.515421404856394,23.27240310062141,5.049438194071672,89.98612345224016,0.0442668661282737,-0.1096575630876609,34.57753562314737,23.620625788870704,23.7,16.0
166,c4d_140810_232357_ooi_z_v1.fits.fz ffd30e296b5e3548f58be264da4348b8,56879.9737018701,z,114,232.062590215437,5.75259498762765,DECaLS_6_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/ffd30e296b5e3548f58be264da4348b8,,2456880.473702,+15:28:15.2897,+05:45:08.176,11.470976559533982,11.515421404856394,23.27240310062141,5.049438194071672,89.98612345224016,0.0442668661282737,-0.1096575630876609,34.57753562314737,23.620625788870704,23.7,16.0
167,c4d_140810_232357_ooi_z_v2.fits.fz d0b7aec6376b95e0813726c252314396,56879.9737018701,z,114,232.062590215437,5.75259498762765,DECaLS_6_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/d0b7aec6376b95e0813726c252314396,,2456880.473702,+15:28:15.2897,+05:45:08.176,11.470976559533982,11.515421404856394,23.27240310062141,5.049438194071672,89.98612345224016,0.0442668661282737,-0.1096575630876609,34.57753562314737,23.620625788870704,23.7,16.0
168,c4d_140810_232357_ooi_z_ls9.fits.fz 1d0e556468082976ebc010646605dcd0,56879.9737018701,z,114,232.062590215437,5.75259498762765,DECaLS_6_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/1d0e556468082976ebc010646605dcd0,,2456880.473702,+15:28:15.2897,+05:45:08.176,11.470976559533982,11.515421404856394,23.27240310062141,5.049438194071672,89.98612345224016,0.0442668661282737,-0.1096575630876609,34.57753562314737,23.620625788870704,23.7,16.0
169,c4d_140810_232621_ori.fits.fz f3f24bcc0d0f7e3ab3cad6e50ff9cf24,56879.9753392902,z,113,232.062618324482,5.75252335049826,DECaLS_44_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/f3f24bcc0d0f7e3ab3cad6e50ff9cf24,,2456880.475339,+15:28:15.2966,+05:45:07.917,11.471009249916714,11.515429474446734,23.272416998965696,5.049433271978894,89.98473476821032,0.0442722401251164,-0.1096585059176544,34.57755137141013,23.620624151450603,23.7,16.0
170,c4d_140810_232621_ooi_z_v1.fits.fz c8a03ad5dd72769e335159a5c1ca1b85,56879.9753392902,z,113,232.062618324482,5.75252335049826,DECaLS_44_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/c8a03ad5dd72769e335159a5c1ca1b85,,2456880.475339,+15:28:15.2966,+05:45:07.917,11.471009249916714,11.515429474446734,23.272416998965696,5.049433271978894,89.98473476821032,0.0442722401251164,-0.1096585059176544,34.57755137141013,23.620624151450603,23.7,16.0
171,c4d_140810_232621_ooi_z_v2.fits.fz a8f0caf6255c03b477f392abf1f8f3d3,56879.9753392902,z,113,232.062618324482,5.75252335049826,DECaLS_44_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/a8f0caf6255c03b477f392abf1f8f3d3,,2456880.475339,+15:28:15.2966,+05:45:07.917,11.471009249916714,11.515429474446734,23.272416998965696,5.049433271978894,89.98473476821032,0.0442722401251164,-0.1096585059176544,34.57755137141013,23.620624151450603,23.7,16.0
172,c4d_140810_232621_ooi_z_ls9.fits.fz c94f553526c944d561da9542da616562,56879.9753392902,z,113,232.062618324482,5.75252335049826,DECaLS_44_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/c94f553526c944d561da9542da616562,,2456880.475339,+15:28:15.2966,+05:45:07.917,11.471009249916714,11.515429474446734,23.272416998965696,5.049433271978894,89.98473476821032,0.0442722401251164,-0.1096585059176544,34.57755137141013,23.620624151450603,23.7,16.0
173,c4d_140810_235410_ori.fits.fz 9b36aaaf03822c86b2dd8aa9ae0a3369,56879.9946920148,z,115,232.062950546254,5.75167666879696,DECaLS_33_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/9b36aaaf03822c86b2dd8aa9ae0a3369,,2456880.494692,+15:28:15.3794,+05:45:04.861,11.471395724423456,11.515524875066934,23.272581306132786,5.049374854639839,89.96831752807029,0.0443357707280854,-0.1096696474841468,34.5777363059364,23.620604798726003,23.7,16.0
174,c4d_140810_235410_ooi_z_v1.fits.fz 6c51b9b246ed9b02464de3ae43feb7e1,56879.9946920148,z,115,232.062950546254,5.75167666879696,DECaLS_33_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/6c51b9b246ed9b02464de3ae43feb7e1,,2456880.494692,+15:28:15.3794,+05:45:04.861,11.471395724423456,11.515524875066934,23.272581306132786,5.049374854639839,89.96831752807029,0.0443357707280854,-0.1096696474841468,34.5777363059364,23.620604798726003,23.7,16.0
175,c4d_140810_235410_ooi_z_v2.fits.fz 35a05d7dc2c9acbcb6c14972f70501ac,56879.9946920148,z,115,232.062950546254,5.75167666879696,DECaLS_33_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/35a05d7dc2c9acbcb6c14972f70501ac,,2456880.494692,+15:28:15.3794,+05:45:04.861,11.471395724423456,11.515524875066934,23.272581306132786,5.049374854639839,89.96831752807029,0.0443357707280854,-0.1096696474841468,34.5777363059364,23.620604798726003,23.7,16.0
176,c4d_140810_235410_ooi_z_ls9.fits.fz e7918903a8bef01e08fdb80128ef258b,56879.9946920148,z,115,232.062950546254,5.75167666879696,DECaLS_33_z,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/e7918903a8bef01e08fdb80128ef258b,,2456880.494692,+15:28:15.3794,+05:45:04.861,11.471395724423456,11.515524875066934,23.272581306132786,5.049374854639839,89.96831752807029,0.0443357707280854,-0.1096696474841468,34.5777363059364,23.620604798726003,23.7,16.0
177,c4d_140813_004428_ori.fits.fz bf8756191c7094c6a06fa1523a911d7d,56882.0299060502,r,65,232.101965098643,5.66192167293694,DECaLS_6_r,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/bf8756191c7094c6a06fa1523a911d7d,,2456882.529906,+15:28:24.7380,+05:39:41.791,11.51204491147104,11.525557747446491,23.289834507516275,5.040898577341347,88.24296082448203,0.0509972162050609,-0.1107923220850791,34.58430962818371,23.619,23.7,16.0
178,c4d_140813_004428_ooi_r_v1.fits.fz 1384598ecb89ceb01e0094feb9fdf124,56882.0299060502,r,65,232.101965098643,5.66192167293694,DECaLS_6_r,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/1384598ecb89ceb01e0094feb9fdf124,,2456882.529906,+15:28:24.7380,+05:39:41.791,11.51204491147104,11.525557747446491,23.289834507516275,5.040898577341347,88.24296082448203,0.0509972162050609,-0.1107923220850791,34.58430962818371,23.619,23.7,16.0
179,c4d_140813_004428_ooi_r_v2.fits.fz 98d5ecd0ce44c7682a4f974a61c55be1,56882.0299060502,r,65,232.101965098643,5.66192167293694,DECaLS_6_r,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/98d5ecd0ce44c7682a4f974a61c55be1,,2456882.529906,+15:28:24.7380,+05:39:41.791,11.51204491147104,11.525557747446491,23.289834507516275,5.040898577341347,88.24296082448203,0.0509972162050609,-0.1107923220850791,34.58430962818371,23.619,23.7,16.0
180,c4d_140813_004428_ooi_r_ls9.fits.fz b93bbf4cc52e60910ab603602912ee2d,56882.0299060502,r,65,232.101965098643,5.66192167293694,DECaLS_6_r,CTIO-4m/DECam,https://astroarchive.noirlab.edu/api/retrieve/b93bbf4cc52e60910ab603602912ee2d,,2456882.529906,+15:28:24.7380,+05:39:41.791,11.51204491147104,11.525557747446491,23.289834507516275,5.040898577341347,88.24296082448203,0.0509972162050609,-0.1107923220850791,34.58430962818371,23.619,23.7,16.0
